active_forget_targets,active_target_margins,aggregate_risk_ucb,audit_calls,audit_method,counterfactual_dependence,decision,deletion_method,detected_failure,detection_per_1000_calls,direct_leakage,embedding_model,extraction_risk,ground_truth_failure,hf_init,hf_model,mean_forget_margin,mean_retain_margin,paraphrase_leakage,peft_status,pretrained_lora_status,retain_completion_accuracy,retain_perplexity,retain_utility,retrieval_dependence,retrieval_mode,seed,tofu_answer_preferred_rate,tofu_eval_mode,tofu_eval_n,tofu_mean_answer_loss,tofu_mean_answer_margin,tofu_split,tofu_split_size,top3_deleted_derivative_hit_rate,top5_deleted_derivative_hit_rate,track,watermark_hit
0,user_43_0:-1.9856;user_43_1:-2.3317,0.4474,24,MembershipInference,0.0,escalate,pretrained LoRA negative SFT unlearning,True,41.67,0.1548,,0.0,True,,Qwen/Qwen2.5-0.5B-Instruct,-1.9856,-2.3317,0.1181,,Qwen/Qwen2.5-0.5B-Instruct_safetensors_completed,0.0,63.1157,0.0,0.0,,43,,,,,,,,,,Pretrained-LoRA,0.0
0,user_43_0:-1.9856;user_43_1:-2.3317,0.3964,24,ExtractionAudit,0.0,escalate,pretrained LoRA negative SFT unlearning,True,41.67,0.1548,,0.0,True,,Qwen/Qwen2.5-0.5B-Instruct,-1.9856,-2.3317,0.1181,,Qwen/Qwen2.5-0.5B-Instruct_safetensors_completed,0.0,63.1157,0.0,0.0,,43,,,,,,,,,,Pretrained-LoRA,0.0
0,user_43_0:-1.9856;user_43_1:-2.3317,0.4221,24,InfluenceProxy,0.0,escalate,pretrained LoRA negative SFT unlearning,True,41.67,0.1548,,0.0,True,,Qwen/Qwen2.5-0.5B-Instruct,-1.9856,-2.3317,0.1181,,Qwen/Qwen2.5-0.5B-Instruct_safetensors_completed,0.0,63.1157,0.0,0.0,,43,,,,,,,,,,Pretrained-LoRA,0.0
0,user_43_0:-1.9856;user_43_1:-2.3317,0.4161,24,ADCU,0.0,escalate,pretrained LoRA negative SFT unlearning,True,41.67,0.1548,,0.0,True,,Qwen/Qwen2.5-0.5B-Instruct,-1.9856,-2.3317,0.1181,,Qwen/Qwen2.5-0.5B-Instruct_safetensors_completed,0.0,63.1157,0.0,0.0,,43,,,,,,,,,,Pretrained-LoRA,0.0
0,user_43_0:-1.6341;user_43_1:-1.8931,0.4474,24,MembershipInference,0.0,escalate,pretrained LoRA NPO unlearning,True,41.67,0.1548,,0.0,True,,Qwen/Qwen2.5-0.5B-Instruct,-1.6341,-1.8931,0.1181,,Qwen/Qwen2.5-0.5B-Instruct_safetensors_completed,0.0,69.1924,0.0,0.0,,43,,,,,,,,,,Pretrained-LoRA,0.0
0,user_43_0:-1.6341;user_43_1:-1.8931,0.3964,24,ExtractionAudit,0.0,escalate,pretrained LoRA NPO unlearning,True,41.67,0.1548,,0.0,True,,Qwen/Qwen2.5-0.5B-Instruct,-1.6341,-1.8931,0.1181,,Qwen/Qwen2.5-0.5B-Instruct_safetensors_completed,0.0,69.1924,0.0,0.0,,43,,,,,,,,,,Pretrained-LoRA,0.0
0,user_43_0:-1.6341;user_43_1:-1.8931,0.4221,24,InfluenceProxy,0.0,escalate,pretrained LoRA NPO unlearning,True,41.67,0.1548,,0.0,True,,Qwen/Qwen2.5-0.5B-Instruct,-1.6341,-1.8931,0.1181,,Qwen/Qwen2.5-0.5B-Instruct_safetensors_completed,0.0,69.1924,0.0,0.0,,43,,,,,,,,,,Pretrained-LoRA,0.0
0,user_43_0:-1.6341;user_43_1:-1.8931,0.4161,24,ADCU,0.0,escalate,pretrained LoRA NPO unlearning,True,41.67,0.1548,,0.0,True,,Qwen/Qwen2.5-0.5B-Instruct,-1.6341,-1.8931,0.1181,,Qwen/Qwen2.5-0.5B-Instruct_safetensors_completed,0.0,69.1924,0.0,0.0,,43,,,,,,,,,,Pretrained-LoRA,0.0
0,user_43_0:-1.6124;user_43_1:-1.8746,0.4474,24,MembershipInference,0.0,escalate,pretrained LoRA SimNPO unlearning,True,41.67,0.1548,,0.0,True,,Qwen/Qwen2.5-0.5B-Instruct,-1.6124,-1.8746,0.1181,,Qwen/Qwen2.5-0.5B-Instruct_safetensors_completed,0.0,69.0155,0.0,0.0,,43,,,,,,,,,,Pretrained-LoRA,0.0
0,user_43_0:-1.6124;user_43_1:-1.8746,0.3964,24,ExtractionAudit,0.0,escalate,pretrained LoRA SimNPO unlearning,True,41.67,0.1548,,0.0,True,,Qwen/Qwen2.5-0.5B-Instruct,-1.6124,-1.8746,0.1181,,Qwen/Qwen2.5-0.5B-Instruct_safetensors_completed,0.0,69.0155,0.0,0.0,,43,,,,,,,,,,Pretrained-LoRA,0.0
0,user_43_0:-1.6124;user_43_1:-1.8746,0.4221,24,InfluenceProxy,0.0,escalate,pretrained LoRA SimNPO unlearning,True,41.67,0.1548,,0.0,True,,Qwen/Qwen2.5-0.5B-Instruct,-1.6124,-1.8746,0.1181,,Qwen/Qwen2.5-0.5B-Instruct_safetensors_completed,0.0,69.0155,0.0,0.0,,43,,,,,,,,,,Pretrained-LoRA,0.0
0,user_43_0:-1.6124;user_43_1:-1.8746,0.4161,24,ADCU,0.0,escalate,pretrained LoRA SimNPO unlearning,True,41.67,0.1548,,0.0,True,,Qwen/Qwen2.5-0.5B-Instruct,-1.6124,-1.8746,0.1181,,Qwen/Qwen2.5-0.5B-Instruct_safetensors_completed,0.0,69.0155,0.0,0.0,,43,,,,,,,,,,Pretrained-LoRA,0.0
,,0.0,5,TOFU-Eval,0.0,report,Qwen2.5-0.5B TOFU-like full SFT,False,0.0,0.0,,0.0,False,,Qwen/Qwen2.5-0.5B-Instruct,,,0.0,,,,,1.0,0.0,,51,1.0,deterministic_subset_5_of_4000,5,2.2736,2.4063,full,4000,,,TOFU-FullEval,0.0
,,0.0,40,TOFU-Eval,0.0,report,Qwen2.5-0.5B TOFU-like full SFT,False,0.0,0.0,,0.0,True,,Qwen/Qwen2.5-0.5B-Instruct,,,0.0,,,,,1.0,0.0,,51,1.0,full,40,2.0209,3.4098,forget01,40,,,TOFU-FullEval,0.0
,,0.0,5,TOFU-Eval,0.0,report,Qwen2.5-0.5B TOFU-like full SFT,False,0.0,0.0,,0.0,True,,Qwen/Qwen2.5-0.5B-Instruct,,,0.0,,,,,1.0,0.0,,51,1.0,deterministic_subset_5_of_200,5,2.4244,2.4568,forget05,200,,,TOFU-FullEval,0.0
,,0.0,5,TOFU-Eval,0.0,report,Qwen2.5-0.5B TOFU-like full SFT,False,0.0,0.0,,0.0,True,,Qwen/Qwen2.5-0.5B-Instruct,,,0.0,,,,,1.0,0.0,,51,1.0,deterministic_subset_5_of_400,5,1.671,3.5593,forget10,400,,,TOFU-FullEval,0.0
,,0.0,5,TOFU-Eval,0.0,report,Qwen2.5-0.5B TOFU-like full SFT,False,0.0,0.0,,0.0,False,,Qwen/Qwen2.5-0.5B-Instruct,,,0.0,,,,,1.0,0.0,,51,1.0,deterministic_subset_5_of_3960,5,2.2736,2.4063,retain99,3960,,,TOFU-FullEval,0.0
,,0.0,5,TOFU-Eval,0.0,report,Qwen2.5-0.5B TOFU-like full SFT,False,0.0,0.0,,0.0,False,,Qwen/Qwen2.5-0.5B-Instruct,,,0.0,,,,,1.0,0.0,,51,1.0,deterministic_subset_5_of_3800,5,2.2736,2.4063,retain95,3800,,,TOFU-FullEval,0.0
,,0.0,5,TOFU-Eval,0.0,report,Qwen2.5-0.5B TOFU-like full SFT,False,0.0,0.0,,0.0,False,,Qwen/Qwen2.5-0.5B-Instruct,,,0.0,,,,,1.0,0.0,,51,1.0,deterministic_subset_5_of_3600,5,2.2736,2.4063,retain90,3600,,,TOFU-FullEval,0.0
,,0.0,5,TOFU-Eval,0.0,report,Qwen2.5-0.5B TOFU-like full SFT,False,0.0,0.0,,0.0,False,,Qwen/Qwen2.5-0.5B-Instruct,,,0.0,,,,,1.0,0.0,,51,1.0,deterministic_subset_5_of_100,5,0.4016,0.0,real_authors,100,,,TOFU-FullEval,0.0
,,0.0,5,TOFU-Eval,0.0,report,Qwen2.5-0.5B TOFU-like full SFT,False,0.0,0.0,,0.0,False,,Qwen/Qwen2.5-0.5B-Instruct,,,0.0,,,,,0.4,0.0,,51,0.4,deterministic_subset_5_of_117,5,4.3498,-1.8328,world_facts,117,,,TOFU-FullEval,0.0
,,0.0,5,TOFU-Eval,0.0,report,Qwen2.5-0.5B TOFU-like full SFT,False,0.0,0.0,,0.0,False,,Qwen/Qwen2.5-0.5B-Instruct,,,0.0,,,,,1.0,0.0,,51,1.0,deterministic_subset_5_of_40,5,1.6845,3.4243,holdout01,40,,,TOFU-FullEval,0.0
,,0.0,5,TOFU-Eval,0.0,report,Qwen2.5-0.5B TOFU-like full SFT,False,0.0,0.0,,0.0,False,,Qwen/Qwen2.5-0.5B-Instruct,,,0.0,,,,,1.0,0.0,,51,1.0,deterministic_subset_5_of_200,5,1.6845,3.4243,holdout05,200,,,TOFU-FullEval,0.0
,,0.0,5,TOFU-Eval,0.0,report,Qwen2.5-0.5B TOFU-like full SFT,False,0.0,0.0,,0.0,False,,Qwen/Qwen2.5-0.5B-Instruct,,,0.0,,,,,1.0,0.0,,51,1.0,deterministic_subset_5_of_400,5,1.6845,3.4243,holdout10,400,,,TOFU-FullEval,0.0
,,0.0,5,TOFU-Eval,0.0,report,Qwen2.5-0.5B TOFU-like full SFT,False,0.0,0.0,,0.0,True,,Qwen/Qwen2.5-0.5B-Instruct,,,0.0,,,,,1.0,0.0,,51,1.0,deterministic_subset_5_of_40,5,0.8811,4.4914,forget01_perturbed,40,,,TOFU-FullEval,0.0
,,0.0,5,TOFU-Eval,0.0,report,Qwen2.5-0.5B TOFU-like full SFT,False,0.0,0.0,,0.0,True,,Qwen/Qwen2.5-0.5B-Instruct,,,0.0,,,,,1.0,0.0,,51,1.0,deterministic_subset_5_of_200,5,2.4244,2.4568,forget05_perturbed,200,,,TOFU-FullEval,0.0
,,0.0,5,TOFU-Eval,0.0,report,Qwen2.5-0.5B TOFU-like full SFT,False,0.0,0.0,,0.0,True,,Qwen/Qwen2.5-0.5B-Instruct,,,0.0,,,,,1.0,0.0,,51,1.0,deterministic_subset_5_of_400,5,1.671,3.5593,forget10_perturbed,400,,,TOFU-FullEval,0.0
,,0.0,5,TOFU-Eval,0.0,report,Qwen2.5-0.5B TOFU-like full SFT,False,0.0,0.0,,0.0,False,,Qwen/Qwen2.5-0.5B-Instruct,,,0.0,,,,,1.0,0.0,,51,1.0,deterministic_subset_5_of_400,5,2.2736,2.4063,retain_perturbed,400,,,TOFU-FullEval,0.0
,,0.0,5,TOFU-Eval,0.0,report,Qwen2.5-0.5B TOFU-like full SFT,False,0.0,0.0,,0.0,False,,Qwen/Qwen2.5-0.5B-Instruct,,,0.0,,,,,0.8,0.0,,51,0.8,deterministic_subset_5_of_117,5,4.3498,1.2181,world_facts_perturbed,117,,,TOFU-FullEval,0.0
,,0.0,5,TOFU-Eval,0.0,report,Qwen2.5-0.5B TOFU-like full SFT,False,0.0,0.0,,0.0,False,,Qwen/Qwen2.5-0.5B-Instruct,,,0.0,,,,,1.0,0.0,,51,1.0,deterministic_subset_5_of_100,5,0.4016,5.5265,real_authors_perturbed,100,,,TOFU-FullEval,0.0
1,tofu_forget_0:0.9367;tofu_forget_1:-1.3204,0.6845,22,MembershipInference,0.5,fail,Qwen2.5-0.5B TOFU-like full SFT,True,45.45,0.3701,,0.0455,True,,Qwen/Qwen2.5-0.5B-Instruct,-0.1918,0.0,0.5,,qwen2.5_0.5b_tofu_completed,1.0,8.9517,1.0,0.0,,51,,,,,,,,,,Qwen-TOFU-LoRA,0.0
1,tofu_forget_0:0.9367;tofu_forget_1:-1.3204,0.5249,22,ExtractionAudit,0.5,fail,Qwen2.5-0.5B TOFU-like full SFT,False,0.0,0.3701,,0.0455,True,,Qwen/Qwen2.5-0.5B-Instruct,-0.1918,0.0,0.5,,qwen2.5_0.5b_tofu_completed,1.0,8.9517,1.0,0.0,,51,,,,,,,,,,Qwen-TOFU-LoRA,0.0
1,tofu_forget_0:0.9367;tofu_forget_1:-1.3204,0.6845,22,InfluenceProxy,0.5,fail,Qwen2.5-0.5B TOFU-like full SFT,True,45.45,0.3701,,0.0455,True,,Qwen/Qwen2.5-0.5B-Instruct,-0.1918,0.0,0.5,,qwen2.5_0.5b_tofu_completed,1.0,8.9517,1.0,0.0,,51,,,,,,,,,,Qwen-TOFU-LoRA,0.0
1,tofu_forget_0:0.9367;tofu_forget_1:-1.3204,0.6434,22,ADCU,0.5,fail,Qwen2.5-0.5B TOFU-like full SFT,True,45.45,0.3701,,0.0455,True,,Qwen/Qwen2.5-0.5B-Instruct,-0.1918,0.0,0.5,,qwen2.5_0.5b_tofu_completed,1.0,8.9517,1.0,0.0,,51,,,,,,,,,,Qwen-TOFU-LoRA,0.0
,,0.0,5,TOFU-Eval,0.0,report,Qwen2.5-0.5B TOFU-like NPO unlearning,False,0.0,0.0,,0.0,False,,Qwen/Qwen2.5-0.5B-Instruct,,,0.0,,,,,1.0,0.0,,51,1.0,deterministic_subset_5_of_4000,5,2.2326,1.8546,full,4000,,,TOFU-FullEval,0.0
,,0.0,40,TOFU-Eval,0.0,report,Qwen2.5-0.5B TOFU-like NPO unlearning,False,0.0,0.0,,0.0,True,,Qwen/Qwen2.5-0.5B-Instruct,,,0.0,,,,,1.0,0.0,,51,1.0,full,40,2.0098,2.6162,forget01,40,,,TOFU-FullEval,0.0
,,0.0,5,TOFU-Eval,0.0,report,Qwen2.5-0.5B TOFU-like NPO unlearning,False,0.0,0.0,,0.0,True,,Qwen/Qwen2.5-0.5B-Instruct,,,0.0,,,,,1.0,0.0,,51,1.0,deterministic_subset_5_of_200,5,2.3993,1.7931,forget05,200,,,TOFU-FullEval,0.0
,,0.0,5,TOFU-Eval,0.0,report,Qwen2.5-0.5B TOFU-like NPO unlearning,False,0.0,0.0,,0.0,True,,Qwen/Qwen2.5-0.5B-Instruct,,,0.0,,,,,1.0,0.0,,51,1.0,deterministic_subset_5_of_400,5,1.6696,2.6908,forget10,400,,,TOFU-FullEval,0.0
,,0.0,5,TOFU-Eval,0.0,report,Qwen2.5-0.5B TOFU-like NPO unlearning,False,0.0,0.0,,0.0,False,,Qwen/Qwen2.5-0.5B-Instruct,,,0.0,,,,,1.0,0.0,,51,1.0,deterministic_subset_5_of_3960,5,2.2326,1.8546,retain99,3960,,,TOFU-FullEval,0.0
,,0.0,5,TOFU-Eval,0.0,report,Qwen2.5-0.5B TOFU-like NPO unlearning,False,0.0,0.0,,0.0,False,,Qwen/Qwen2.5-0.5B-Instruct,,,0.0,,,,,1.0,0.0,,51,1.0,deterministic_subset_5_of_3800,5,2.2326,1.8546,retain95,3800,,,TOFU-FullEval,0.0
,,0.0,5,TOFU-Eval,0.0,report,Qwen2.5-0.5B TOFU-like NPO unlearning,False,0.0,0.0,,0.0,False,,Qwen/Qwen2.5-0.5B-Instruct,,,0.0,,,,,1.0,0.0,,51,1.0,deterministic_subset_5_of_3600,5,2.2326,1.8546,retain90,3600,,,TOFU-FullEval,0.0
,,0.0,5,TOFU-Eval,0.0,report,Qwen2.5-0.5B TOFU-like NPO unlearning,False,0.0,0.0,,0.0,False,,Qwen/Qwen2.5-0.5B-Instruct,,,0.0,,,,,1.0,0.0,,51,1.0,deterministic_subset_5_of_100,5,0.5613,0.0,real_authors,100,,,TOFU-FullEval,0.0
,,0.0,5,TOFU-Eval,0.0,report,Qwen2.5-0.5B TOFU-like NPO unlearning,False,0.0,0.0,,0.0,False,,Qwen/Qwen2.5-0.5B-Instruct,,,0.0,,,,,0.4,0.0,,51,0.4,deterministic_subset_5_of_117,5,4.854,-2.0521,world_facts,117,,,TOFU-FullEval,0.0
,,0.0,5,TOFU-Eval,0.0,report,Qwen2.5-0.5B TOFU-like NPO unlearning,False,0.0,0.0,,0.0,False,,Qwen/Qwen2.5-0.5B-Instruct,,,0.0,,,,,1.0,0.0,,51,1.0,deterministic_subset_5_of_40,5,1.6836,2.6968,holdout01,40,,,TOFU-FullEval,0.0
,,0.0,5,TOFU-Eval,0.0,report,Qwen2.5-0.5B TOFU-like NPO unlearning,False,0.0,0.0,,0.0,False,,Qwen/Qwen2.5-0.5B-Instruct,,,0.0,,,,,1.0,0.0,,51,1.0,deterministic_subset_5_of_200,5,1.6836,2.6968,holdout05,200,,,TOFU-FullEval,0.0
,,0.0,5,TOFU-Eval,0.0,report,Qwen2.5-0.5B TOFU-like NPO unlearning,False,0.0,0.0,,0.0,False,,Qwen/Qwen2.5-0.5B-Instruct,,,0.0,,,,,1.0,0.0,,51,1.0,deterministic_subset_5_of_400,5,1.6836,2.6968,holdout10,400,,,TOFU-FullEval,0.0
,,0.0,5,TOFU-Eval,0.0,report,Qwen2.5-0.5B TOFU-like NPO unlearning,False,0.0,0.0,,0.0,True,,Qwen/Qwen2.5-0.5B-Instruct,,,0.0,,,,,1.0,0.0,,51,1.0,deterministic_subset_5_of_40,5,0.8516,3.5929,forget01_perturbed,40,,,TOFU-FullEval,0.0
,,0.0,5,TOFU-Eval,0.0,report,Qwen2.5-0.5B TOFU-like NPO unlearning,False,0.0,0.0,,0.0,True,,Qwen/Qwen2.5-0.5B-Instruct,,,0.0,,,,,1.0,0.0,,51,1.0,deterministic_subset_5_of_200,5,2.3993,1.7931,forget05_perturbed,200,,,TOFU-FullEval,0.0
,,0.0,5,TOFU-Eval,0.0,report,Qwen2.5-0.5B TOFU-like NPO unlearning,False,0.0,0.0,,0.0,True,,Qwen/Qwen2.5-0.5B-Instruct,,,0.0,,,,,1.0,0.0,,51,1.0,deterministic_subset_5_of_400,5,1.6696,2.6908,forget10_perturbed,400,,,TOFU-FullEval,0.0
,,0.0,5,TOFU-Eval,0.0,report,Qwen2.5-0.5B TOFU-like NPO unlearning,False,0.0,0.0,,0.0,False,,Qwen/Qwen2.5-0.5B-Instruct,,,0.0,,,,,1.0,0.0,,51,1.0,deterministic_subset_5_of_400,5,2.2326,1.8546,retain_perturbed,400,,,TOFU-FullEval,0.0
,,0.0,5,TOFU-Eval,0.0,report,Qwen2.5-0.5B TOFU-like NPO unlearning,False,0.0,0.0,,0.0,False,,Qwen/Qwen2.5-0.5B-Instruct,,,0.0,,,,,0.6,0.0,,51,0.6,deterministic_subset_5_of_117,5,4.854,0.0468,world_facts_perturbed,117,,,TOFU-FullEval,0.0
,,0.0,5,TOFU-Eval,0.0,report,Qwen2.5-0.5B TOFU-like NPO unlearning,False,0.0,0.0,,0.0,False,,Qwen/Qwen2.5-0.5B-Instruct,,,0.0,,,,,1.0,0.0,,51,1.0,deterministic_subset_5_of_100,5,0.5613,4.4461,real_authors_perturbed,100,,,TOFU-FullEval,0.0
1,tofu_forget_0:0.7146;tofu_forget_1:-1.5374,0.6845,22,MembershipInference,0.5,fail,Qwen2.5-0.5B TOFU-like NPO unlearning,True,45.45,0.3701,,0.0455,True,,Qwen/Qwen2.5-0.5B-Instruct,-0.4114,0.0,0.5,,qwen2.5_0.5b_tofu_completed,1.0,8.5194,1.0,0.0,,51,,,,,,,,,,Qwen-TOFU-LoRA,0.0
1,tofu_forget_0:0.7146;tofu_forget_1:-1.5374,0.5249,22,ExtractionAudit,0.5,fail,Qwen2.5-0.5B TOFU-like NPO unlearning,False,0.0,0.3701,,0.0455,True,,Qwen/Qwen2.5-0.5B-Instruct,-0.4114,0.0,0.5,,qwen2.5_0.5b_tofu_completed,1.0,8.5194,1.0,0.0,,51,,,,,,,,,,Qwen-TOFU-LoRA,0.0
1,tofu_forget_0:0.7146;tofu_forget_1:-1.5374,0.6845,22,InfluenceProxy,0.5,fail,Qwen2.5-0.5B TOFU-like NPO unlearning,True,45.45,0.3701,,0.0455,True,,Qwen/Qwen2.5-0.5B-Instruct,-0.4114,0.0,0.5,,qwen2.5_0.5b_tofu_completed,1.0,8.5194,1.0,0.0,,51,,,,,,,,,,Qwen-TOFU-LoRA,0.0
1,tofu_forget_0:0.7146;tofu_forget_1:-1.5374,0.6434,22,ADCU,0.5,fail,Qwen2.5-0.5B TOFU-like NPO unlearning,True,45.45,0.3701,,0.0455,True,,Qwen/Qwen2.5-0.5B-Instruct,-0.4114,0.0,0.5,,qwen2.5_0.5b_tofu_completed,1.0,8.5194,1.0,0.0,,51,,,,,,,,,,Qwen-TOFU-LoRA,0.0
,,0.7858,32,RetrieverHit,0.375,fail,lexical retrieval with retained derivatives,True,31.25,0.2976,not_used,0.0417,True,,,,,0.316,,,,,0.97,0.375,lexical,21,,,,,,,,0.75,0.75,DenseRAG,0.25
,,0.7858,32,MembershipInference,0.375,fail,lexical retrieval with retained derivatives,True,31.25,0.2976,not_used,0.0417,True,,,,,0.316,,,,,0.97,0.375,lexical,21,,,,,,,,0.75,0.75,DenseRAG,0.25
,,0.5595,32,ExtractionAudit,0.375,escalate,lexical retrieval with retained derivatives,False,0.0,0.2976,not_used,0.0417,True,,,,,0.316,,,,,0.97,0.375,lexical,21,,,,,,,,0.75,0.75,DenseRAG,0.25
,,0.7858,32,InfluenceProxy,0.375,fail,lexical retrieval with retained derivatives,True,31.25,0.2976,not_used,0.0417,True,,,,,0.316,,,,,0.97,0.375,lexical,21,,,,,,,,0.75,0.75,DenseRAG,0.25
,,0.7858,32,ADCU,0.375,fail,lexical retrieval with retained derivatives,True,31.25,0.2976,not_used,0.0417,True,,,,,0.316,,,,,0.97,0.375,lexical,21,,,,,,,,0.75,0.75,DenseRAG,0.25
,,0.7858,32,RetrieverHit,0.375,fail,dense retrieval with retained derivatives,True,31.25,0.2396,not_used,0.0417,True,,,,,0.2726,,,,,0.97,0.375,dense,21,,,,,,,,0.75,0.75,DenseRAG,0.125
,,0.7849,32,MembershipInference,0.375,fail,dense retrieval with retained derivatives,True,31.25,0.2396,not_used,0.0417,True,,,,,0.2726,,,,,0.97,0.375,dense,21,,,,,,,,0.75,0.75,DenseRAG,0.125
,,0.5371,32,ExtractionAudit,0.375,escalate,dense retrieval with retained derivatives,False,0.0,0.2396,not_used,0.0417,True,,,,,0.2726,,,,,0.97,0.375,dense,21,,,,,,,,0.75,0.75,DenseRAG,0.125
,,0.7858,32,InfluenceProxy,0.375,fail,dense retrieval with retained derivatives,True,31.25,0.2396,not_used,0.0417,True,,,,,0.2726,,,,,0.97,0.375,dense,21,,,,,,,,0.75,0.75,DenseRAG,0.125
